,,,,,,,,,,,,,,,117852261,pypi,1953391,huggingface,async,npm,208000000,npm
,,,,,,,,,,,,,,,116794121,pypi,1934718,huggingface,lodash,npm,200000000,npm
,,,,,,,,,,,,,,,115874553,pypi,1766020,huggingface,chokidar,npm,195600000,npm
,,,,,,,,,,,,,,,115027939,pypi,1706845,huggingface,core-js,npm,189000000,npm
,,,,,,,,,,,,,,,112999602,pypi,1653505,huggingface,rxjs,npm,177500000,npm
,,,,,,,,,,,,,,,112034139,pypi,1578120,huggingface,node-fetch,npm,157900000,npm
,,,,,,,,,,,,,,,111630896,pypi,1565590,huggingface,object-assign,npm,145600000,npm
,,,,,,,,,,,,,,,110372325,pypi,1386280,huggingface,typescript,npm,"141,424,941",npm
,,,,,,,,,,,,,,,110001705,pypi,1324329,huggingface,axios,npm,136000000,npm
,,,,,,,,,,,,,,,108320766,pypi,1305371,huggingface,through2,npm,126000000,npm
,,,,,,,,,,,,,,,103719359,pypi,1255106,huggingface,body-parser,npm,117600000,npm
,,,,,,,,,,,,,,,101606728,pypi,1141808,huggingface,eslint,npm,117000000,npm
,,,,,,,,,,,,,,,99631545,pypi,1096534,huggingface,dotenv,npm,116800000,npm
,,,,,,,,,,,,,,,96858134,pypi,1093192,huggingface,inquirer,npm,116700000,npm
,,,,,,,,,,,,,,,96177178,pypi,1085966,huggingface,express,npm,113000000,npm
,,,,,,,,,,,,,,,93272474,pypi,1082038,huggingface,bluebird,npm,113000000,npm
,,,,,,,,,,,,,,,93117345,pypi,1057155,huggingface,webpack,npm,108164000,npm
,,,,,,,,,,,,,,,91677063,pypi,1005318,huggingface,extend,npm,107293000,npm
,,,,,,,,,,,,,,,89517098,pypi,997914,huggingface,prettier,npm,105807000,npm
,,,,,,,,,,,,,,,86019640,pypi,994363,huggingface,nan,npm,96717694,npm
,,,,,,,,,,,,,,,85245743,pypi,979215,huggingface,colors,npm,90300000,npm
,,,,,,,,,,,,,,,81487816,pypi,930619,huggingface,moment,npm,87240888,npm
,,,,,,,,,,,,,,,80239856,pypi,907424,huggingface,css-loader,npm,87160000,npm
,,,,,,,,,,,,,,,75756909,pypi,886827,huggingface,co,npm,86117000,npm
,,,,,,,,,,,,,,,70944072,pypi,862985,huggingface,request,npm,86000000,npm
,,,,,,,,,,,,,,,70937808,pypi,856365,huggingface,prop-types,npm,85300000,npm
,,,,,,,,,,,,,,,68347910,pypi,837156,huggingface,prop-types,npm,81513152,npm
,,,,,,,,,,,,,,,67821683,pypi,834517,huggingface,autoprefixer,npm,81123285,npm
,,,,,,,,,,,,,,,64326431,pypi,827042,huggingface,chai,npm,77635000,npm
,,,,,,,,,,,,,,,63066514,pypi,796374,huggingface,jest,npm,77635000,npm
,,,,,,,,,,,,,,,61389053,pypi,781280,huggingface,path,npm,76528000,npm
,,,,,,,,,,,,,,,59144248,pypi,739539,huggingface,meow,npm,76415000,npm
,,,,,,,,,,,,,,,57882552,pypi,715572,huggingface,uglify-js3,npm,76156000,npm
,,,,,,,,,,,,,,,56995272,pypi,700192,huggingface,react,npm,73000000,npm
,,,,,,,,,,,,,,,56748310,pypi,662028,huggingface,style-loader,npm,71000000,npm
,,,,,,,,,,,,,,,56261496,pypi,649481,huggingface,babel-loader,npm,69600000,npm
,,,,,,,,,,,,,,,56259844,pypi,638629,huggingface,xml2js,npm,69470000,npm
,,,,,,,,,,,,,,,55448817,pypi,633858,huggingface,q,npm,69000000,npm
,,,,,,,,,,,,,,,54758256,pypi,631643,huggingface,react-dom,npm,66500000,npm
,,,,,,,,,,,,,,,53819040,pypi,631172,huggingface,postcss-loader,npm,65110000,npm
,,,,,,,,,,,,,,,52137460,pypi,629038,huggingface,date-fns,npm,63695000,npm
,,,,,,,,,,,,,,,52039545,pypi,598843,huggingface,ora,npm,62780000,npm
,,,,,,,,,,,,,,,52006951,pypi,588055,huggingface,file-loader,npm,60900000,npm
,,,,,,,,,,,,,,,50804613,pypi,583357,huggingface,promise,npm,57130744,npm
,,,,,,,,,,,,,,,50737983,pypi,576951,huggingface,sass-loader,npm,51300000,npm
,,,,,,,,,,,,,,,50341183,pypi,574024,huggingface,babel-runtime,npm,49960000,npm
,,,,,,,,,,,,,,,50117075,pypi,562884,huggingface,dayjs,npm,49197679,npm
,,,,,,,,,,,,,,,48941342,pypi,559883,huggingface,ejs,npm,47116000,npm
,,,,,,,,,,,,,,,48542621,pypi,539766,huggingface,handlebars,npm,46700000,npm
,,,,,,,,,,,,,,,47303279,pypi,539450,huggingface,immutable,npm,46243000,npm
,,,,,,,,,,,,,,,47073272,pypi,534716,huggingface,aws-sdk,npm,45090000,npm
,,,,,,,,,,,,,,,46869872,pypi,534312,huggingface,classnames,npm,43700000,npm
,,,,,,,,,,,,,,,46422414,pypi,520442,huggingface,underscore,npm,40900000,npm
,,,,,,,,,,,,,,,45816384,pypi,515314,huggingface,url-loader,npm,40863000,npm
,,,,,,,,,,,,,,,45502593,pypi,511914,huggingface,jsonwebtoken,npm,40524000,npm
,,,,,,,,,,,,,,,45456349,pypi,492273,huggingface,cors,npm,37405814,npm
,,,,,,,,,,,,,,,44437062,pypi,485284,huggingface,winston,npm,36170000,npm
,,,,,,,,,,,,,,,44416599,pypi,483022,huggingface,redux,npm,35700000,npm
,,,,,,,,,,,,,,,42900252,pypi,477205,huggingface,superagent,npm,33087000,npm
,,,,,,,,,,,,,,,42718191,pypi,475251,huggingface,shelljs,npm,32663000,npm
,,,,,,,,,,,,,,,42237541,pypi,463094,huggingface,cheerio,npm,32660000,npm
,,,,,,,,,,,,,,,42130069,pypi,452422,huggingface,validator,npm,31520000,npm
,,,,,,,,,,,,,,,41788301,pypi,450179,huggingface,joi,npm,29704000,npm
,,,,,,,,,,,,,,,41019429,pypi,443327,huggingface,mocha,npm,29500000,npm
,,,,,,,,,,,,,,,40887311,pypi,440407,huggingface,babel-eslint,npm,28429000,npm
,,,,,,,,,,,,,,,40358575,pypi,437604,huggingface,react-redux,npm,26730000,npm
,,,,,,,,,,,,,,,39965395,pypi,427920,huggingface,babel-core,npm,26500000,npm
,,,,,,,,,,,,,,,39777892,pypi,420176,huggingface,marked,npm,25270000,npm
,,,,,,,,,,,,,,,39695818,pypi,416527,huggingface,jquery,npm,22400000,npm
,,,,,,,,,,,,,,,39394513,pypi,411725,huggingface,nodemon,npm,21175000,npm
,,,,,,,,,,,,,,,39185874,pypi,411496,huggingface,socket.io,npm,20748000,npm
,,,,,,,,,,,,,,,38697297,pypi,403779,huggingface,npm,npm,19607000,npm
,,,,,,,,,,,,,,,38393143,pypi,403186,huggingface,less,npm,19518000,npm
,,,,,,,,,,,,,,,38349635,pypi,401418,huggingface,bootstrap,npm,18405000,npm
,,,,,,,,,,,,,,,36852908,pypi,391464,huggingface,multer,npm,15658000,npm
,,,,,,,,,,,,,,,36034963,pypi,383281,huggingface,yup,npm,15615000,npm
,,,,,,,,,,,,,,,35990327,pypi,381097,huggingface,optimist,npm,15511000,npm
,,,,,,,,,,,,,,,35797067,pypi,375236,huggingface,mongodb,npm,15506000,npm
,,,,,,,,,,,,,,,35788655,pypi,372313,huggingface,morgan,npm,15356000,npm
,,,,,,,,,,,,,,,,,,,vue,npm,15100000,npm
,,,,,,,,,,,,,,,,,,,redis,npm,13000000,npm
,,,,,,,,,,,,,,,,,,,zone.js,npm,12373000,npm
,,,,,,,,,,,,,,,,,,,faker,npm,12012000,npm
,,,,,,,,,,,,,,,,,,,cookie-parser,npm,11167100,npm
,,,,,,,,,,,,,,,,,,,karma,npm,10406574,npm
,,,,,,,,,,,,,,,,,,,nodemailer,npm,9825000,npm
,,,,,,,,,,,,,,,,,,,request-promise,npm,9641000,npm
,,,,,,,,,,,,,,,,,,,vue-router,npm,9591000,npm
,,,,,,,,,,,,,,,,,,,browserify,npm,9151745,npm
,,,,,,,,,,,,,,,,,,,jsdom,npm,9096606,npm
,,,,,,,,,,,,,,,,,,,mongoose,npm,7748000,npm
,,,,,,,,,,,,,,,,,,,passport,npm,7409000,npm
,,,,,,,,,,,,,,,,,,,pm2,npm,6818000,npm
,,,,,,,,,,,,,,,,,,,gulp,npm,6201000,npm
,,,,,,,,,,,,,,,,,,,koa,npm,6073000,npm
,,,,,,,,,,,,,,,,,,,sequelize,npm,5811046,npm
,,,,,,,,,,,,,,,,,,,pug,npm,5781370,npm
,,,,,,,,,,,,,,,,,,,gulp-util,npm,4743000,npm
,,,,,,,,,,,,,,,,,,,bcrypt,npm,3955000,npm
,,,,,,,,,,,,,,,,,,,mysql,npm,3847000,npm
,,,,,,,,,,,,,,,,,,,grunt,npm,3490216,npm
,,,,,,,,,,,,,,,,,,,coffee-script,npm,3478000,npm
,,,,,,,,,,,,,,,,,,,yeoman-generator,npm,3170000,npm
,,,,,,,,,,,,,,,,,,,fastify,npm,2908000,npm
,,,,,,,,,,,,,,,,,,,jshint,npm,2223029,npm
,,,,,,,,,,,,,,,,,,,nuxt,npm,1921000,npm
,,,,,,,,,,,,,,,,,,,restify,npm,1699806,npm
,,,,,,,,,,,,,,,,,,,bower,npm,1645000,npm
,,,,,,,,,,,,,,,,,,,yosay,npm,1066000,npm
,,,,,,,,,,,,,,,,,,,rambda,npm,887000,npm
,,,,,,,,,,,,,,,,,,,cloudinary,npm,784562,npm
,,,,,,,,,,,,,,,,,,,hapi,npm,401990,npm
,,,,,,,,,,,,,,,,,,,strapi,npm,82640,npm
,,,,,,,,,,,,,,,,,,,remix,npm,57927,npm
,,,,,,,,,,,,,,,,,,,nest,npm,22584,npm
